,year,artists,duration_ms,name,popularity
74912,2019,"['BTS', 'Lauv']",226321,Make It Right (feat. Lauv),75
74914,2019,['Lil Keed'],183307,Snake,71
74915,2019,"['Post Malone', 'Young Thug']",174840,Goodbyes (feat. Young Thug),71
74916,2019,['AJ Mitchell'],172787,All My Friends,70
74917,2019,['deadman 死人'],113499,Omae Wa Mou,71
74918,2019,['BTS'],224225,Mikrokosmos,75
74921,2019,['Melanie Martinez'],311082,High School Sweethearts,70
74923,2019,"['Becky G', 'Bad Bunny']",203187,Mayores,74
74925,2019,['Natanael Cano'],142911,El Drip,70
74926,2019,"['Gryffin', 'Maia Wright']",214634,Body Back (feat. Maia Wright),71
74930,2019,['John Mayer'],156987,Carry Me Away,71
74931,2019,"['Ghostemane', 'Parv0']",117895,I duckinf hatw you,71
74935,2019,['Christian French'],154961,head first,70
74937,2019,"['Tyga', 'Offset']",229210,Taste (feat. Offset),72
74939,2019,['Bon Iver'],216707,"Hey, Ma",70
74946,2019,['Bea Miller'],201102,THAT BITCH,70
74952,2019,"['Rauw Alejandro', 'Chencho Corleone', 'KEVVO', 'Bryant Myers', 'Lyanno', 'Dalex']",289899,El Efecto - Remix,82
74953,2019,"['James Bay', 'Julia Michaels']",176827,Peer Pressure,74
74958,2019,['Granular'],146061,Brown Noise 750 LPF,71
74960,2019,"['Grupo Firme', 'Luis Alfonso Partida El Yaki']",250686,Cada Vez Te Extraño Más,74
74961,2019,['WayV'],232150,Love Talk - English Version,73
74965,2019,"['YUNGBLUD', 'Halsey', 'Travis Barker']",239507,11 Minutes (with Halsey feat. Travis Barker),71
74970,2019,['Alessia Cara'],178693,Ready,72
74974,2019,['Gemma Casimaty'],164125,Will you be there when I wake up,71
74976,2019,"['Sia', 'Diplo', 'Labrinth', 'LSD']",187027,"Thunderclouds (feat. Sia, Diplo, and Labrinth)",75
74978,2019,"['League of Legends', 'Cailin Russo', 'Chrissy Costanza']",197634,Phoenix,76
74979,2019,['Jack & Jack'],182920,No One Compares To You,73
74983,2019,['Will Smith'],155532,Friend Like Me,70
74988,2019,"['Nicky Jam', 'Ozuna']",201818,Te Robaré,75
74989,2019,['NIKI'],171356,lowkey,76
74993,2019,"['Swae Lee', 'Drake']",218710,Won't Be Late (feat. Drake),72
74994,2019,"['Nicky Jam', 'J Balvin']",172854,X,75
74998,2019,"['bbno$', 'lentra']",146286,nursery,70
75004,2019,['John Mayer'],285480,I Guess I Just Feel Like,73
75005,2019,['Natanael Cano'],128893,El de La Codeina,70
75007,2019,['Labrinth'],157477,Mount Everest,72
75008,2019,"['Adriel Favela', 'Código FN']",229565,Miami Vibe,72
75010,2019,"['Sech', 'Darell']",225933,Otro Trago,77
75011,2019,['Julia Michaels'],182800,17,70
75016,2019,"['DJ Luian', 'Mambo Kingz', 'Anuel AA', 'Nicky Jam', 'Darell', 'Brytiago']",267500,Verte Ir,74
75023,2019,['Christian Nodal'],167373,De Los Besos Que Te Di,79
75024,2019,['Don Toliver'],195573,No Idea - Dj Purpberry Chopped and Screwed,71
75027,2019,['Freya Ridings'],225853,Lost Without You,72
75028,2019,['Lana Del Rey'],300683,Cinnamon Girl,71
75030,2019,['Liam Payne'],181144,All I Want (For Christmas),70
75034,2019,"['Ariana Grande', 'Victoria Monét']",158587,MONOPOLY (with Victoria Monét),70
75038,2020,"['Joji', 'Lil Yachty']",156759,Pretty Boy (feat. Lil Yachty),76
75039,2020,['Polo G'],176575,I Know,73
75040,2020,"['Sleepy Hallow', 'Fousheé']",115200,Deep End Freestyle,75
75041,2020,"['NLE Choppa', 'Roddy Ricch']",173288,Walk Em Down (feat. Roddy Ricch),74
75042,2020,['Quinn XCII'],168987,Stacy,73
75043,2020,['Kidd G'],150890,Dirt Road,70
75044,2020,['Flo Milli'],137362,In The Party,73
75045,2020,['Lil Tjay'],177528,Move On,73
75046,2020,"['Juice WRLD', 'The Weeknd']",196180,Smile (with The Weeknd),76
75047,2020,['Twenty One Pilots'],220051,Level of Concern,77
75048,2020,"['Mulatto', 'Gucci Mane']",200135,Muwop (feat. Gucci Mane),71
75049,2020,['Granger Smith'],173827,Hate You Like I Love You,71
75050,2020,['Joji'],240294,Like You Do,75
75051,2020,"['Kid Cudi', 'Eminem']",264834,The Adventures of Moon Man & Slim Shady (with Eminem),74
75052,2020,"['Dua Lipa', 'Angèle']",156911,Fever,85
75053,2020,"['Machine Gun Kelly', 'YUNGBLUD', 'The Used', 'Bert McCracken']",170074,body bag (feat. YUNGBLUD & Bert McCracken of The Used),74
75054,2020,['Sech'],184255,Relación,85
75055,2020,"['Rauw Alejandro', 'Anuel AA']",231595,Reloj,86
75056,2020,"['A Boogie Wit da Hoodie', 'London On Da Track', 'Roddy Ricch', 'Gunna']",188563,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)",73
75057,2020,['King Von'],133933,Demon,71
75058,2020,['Billy Currington'],180598,Seaside,71
75060,2020,"['Diplo', 'Jonas Brothers']",139810,Lonely (with Jonas Brothers),78
75061,2020,['Florida Georgia Line'],152373,Long Live,71
75062,2020,['Joji'],132215,Tick Tock,75
75063,2020,"['T.I.', 'Lil Baby']",259958,Pardon (feat. Lil Baby),72
75064,2020,"['Lil Uzi Vert', 'Chief Keef']",238816,Bean (Kobe) [feat. Chief Keef],72
75065,2020,"['Money Man', 'Lil Baby']",182857,24 (feat. Lil Baby),73
75066,2020,['Ali Gatie'],193668,What If I Told You That I Love You,74
75067,2020,"['Gunna', 'Roddy Ricch']",197000,COOLER THAN A BITCH (feat. Roddy Ricch),73
75068,2020,['MASN'],197217,Psycho!,77
75069,2020,['Joji'],207265,MODUS,75
75070,2020,"['Jack Harlow', 'jetsonmade']",125302,I WANNA SEE SOME ASS (feat. jetsonmade),73
75071,2020,"['Thomas Rhett', 'Kane Brown', 'Ava Max']",164683,On Me (feat. Ava Max),75
75072,2020,['Jhené Aiko'],181860,P*$$Y Fairy (OTW),73
75073,2020,['Baby Keem'],156774,hooligan,73
75074,2020,['Princess Nokia'],132453,I Like Him,76
75075,2020,"['Freddie Gibbs', 'Hit-Boy', 'Big Sean']",104912,4 Thangs (feat. Big Sean & Hit-Boy),73
75076,2020,"['iann dior', 'Lil Baby']",226314,Prospect (ft. Lil Baby),73
75077,2020,['Eslabon Armado'],245912,Dame Tu Calor,71
75078,2020,['Joseph Black'],159171,(i hope you) miss me,75
75079,2020,['BLACKPINK'],161947,Crazy Over You,78
75080,2020,"['Trevor Daniel', 'Selena Gomez']",186480,Past Life (with Selena Gomez),79
75081,2020,['Nicki Minaj'],156882,Yikes,73
75082,2020,"['Jeezy', 'Yo Gotti']",188560,Back (feat. Yo Gotti),72
75083,2020,['Lil Mosey'],170809,Jumpin Out The Face,73
75084,2020,['TOMORROW X TOGETHER'],209105,Blue Hour,79
75085,2020,['The Kid LAROI'],174182,MAYBE,73
75086,2020,['Luke Combs'],186107,Cold As You,70
75087,2020,['Kehlani'],168183,Toxic,74
75088,2020,['Junior H'],192391,Mente Positiva,75
75091,2020,['BLACKPINK'],169800,Love To Hate Me,78
75092,2020,['Lady Gaga'],193533,Stupid Love,79
75093,2020,['Kehlani'],167810,Can I,72
75094,2020,"['Curtis Waters', 'Harm Franklin']",144000,Stunnin' (feat. Harm Franklin),76
75095,2020,"['Sebastian Yatra', 'Guaynaa']",183240,Chica Ideal,89
75096,2020,"['Miley Cyrus', 'Stevie Nicks']",220636,Edge of Midnight (Midnight Sky Remix) (feat. Stevie Nicks),75
75097,2020,"['Lil Yachty', 'Tierra Whack', 'A$AP Rocky', 'Tyler, The Creator']",232839,"T.D (Lil Yachty & Tierra Whack feat. A$AP Rocky & Tyler, The Creator)",72
75098,2020,"['Alesso', 'Liam Payne']",220141,Midnight (feat. Liam Payne),79
75099,2020,['XXXTENTACION'],78681,Riot,75
75100,2020,['J Balvin'],205933,Azul,87
75101,2020,"['21 Savage', 'Metro Boomin']",194214,No Opp Left Behind,72
75102,2020,['Joji'],214558,Gimme Love,76
75104,2020,"['Ozuna', 'Doja Cat', 'Sia']",214507,Del Mar,84
75105,2020,['Logic'],100291,Perfect,73
75106,2020,['Ozuna'],217547,Caramelo,87
75107,2020,"['Tate McRae', 'Ali Gatie']",177440,lie to me,79
75108,2020,['Brett Young'],193416,Lady,70
75109,2020,['Taylor Swift'],190898,illicit affairs,74
75110,2020,"['Joyner Lucas', 'Logic']",236501,Isis (feat. Logic),74
75111,2020,"['Big Sean', 'Travis Scott']",199250,Lithuania (feat. Travis Scott),74
75112,2020,"['Marshmello', 'Imanbek', 'Usher']",165704,Too Much (feat. Usher),78
75113,2020,['The Kid LAROI'],163574,Addison Rae,75
75114,2020,"['Future', 'Travis Scott']",205666,Solitaires (feat. Travis Scott),74
75115,2020,"['Lil Skies', 'Lil Durk']",211654,Havin My Way (feat. Lil Durk),73
75116,2020,"['Sista Prod', 'Powfu', 'Alec Benjamin', 'Rxseboy', 'Sarcastic Sounds']",156188,"Eyes Blue Like The Atlantic, Pt. 2 (feat. Powfu, Alec Benjamin & Rxseboy)",76
75117,2020,['Taylor Swift'],208978,mirrorball,74
75118,2020,['Kameron Marlowe'],185306,Burn 'Em All,70
75119,2020,['Pop Smoke'],127547,Invincible,78
75120,2020,['Taylor Swift'],208907,seven,74
75121,2020,['Junior H'],285156,La Vi Llorar,71
75124,2020,"['MC Virgins', 'Yun Head']",133018,Trap Anthem,75
75125,2020,"['21 Savage', 'Metro Boomin']",214192,RIP Luv,72
75126,2020,['Kane Brown'],164668,Cool Again,70
75128,2020,['Carly Pearce'],164678,Next Girl,71
75129,2020,['Noah Cyrus'],144377,Lonely,75
75130,2020,"['Bad Bunny', 'Yaviah']",196500,Bichiyal,78
75131,2020,['The Kid LAROI'],135227,NEED YOU MOST (So Sick),74
75132,2020,['Lil Uzi Vert'],210261,Baby Pluto,72
75133,2020,['Drake'],192932,Time Flies,74
75134,2020,['Lil Uzi Vert'],212354,That Way - Bonus Track,72
75135,2020,['Lindsay Ell'],193040,wAnt me back,70
75136,2020,['J. Cole'],210587,Lion King On Ice,72
75137,2020,['A Thousand Horses'],191614,A Song to Remember,70
75138,2020,"['Tyla Yaweh', 'Wiz Khalifa']",175759,High Right Now (feat. Wiz Khalifa) - Remix,74
75139,2020,['Larray'],173880,Canceled,73
75140,2020,"['Quinn XCII', 'Marc E. Bassy']",180053,Coffee (feat. Marc E. Bassy),71
75141,2020,"['French Montana', 'Pop Smoke']",157880,Double G (feat. Pop Smoke),74
75142,2020,['Taylor Swift'],195097,this is me trying,74
75143,2020,"['21 Savage', 'Metro Boomin']",231831,Said N Done,72
75144,2020,['JP Saxe'],225680,A Little Bit Yours,74
75146,2020,['Trevor Daniel'],159382,Falling,79
75147,2020,['CORPSE'],86667,Cabin Fever,73
75148,2020,"['Josh Kerr', 'Emily Falvey']",172663,Thought This Through,70
75149,2020,"['Sigala', 'James Arthur']",218359,Lasting Lover,83
75152,2020,['BTS'],180221,Filter,80
75153,2020,['NAV'],145121,Friends & Family,72
75154,2020,['Halsey'],173467,I'm Not Mad,74
75156,2020,['Lady A'],185070,Champagne Night - From Songland,70
75157,2020,"['Spencer Crandall', 'Julia Cole']",164955,Things I Can't Say (feat. Julia Cole),70
75158,2020,['Kane Brown'],205747,Worship You,70
75159,2020,"['Diplo', 'Julia Michaels', 'Morgan Wallen']",172973,Heartless (with Julia Michaels & Morgan Wallen),73
75160,2020,"['Lil Baby', 'Gunna']",177314,Heatin Up (feat. Gunna),71
75161,2020,"['G-Eazy', 'Jack Harlow']",178217,Moana,73
75162,2020,['Hailee Steinfeld'],216084,I Love You's,78
75163,2020,['Lauv'],186613,Tattoos Together,77
75165,2020,['Epic Soundscapes'],252330,Heavy Rain,74
75167,2020,"['Lil Tjay', 'Fivio Foreign', 'Pop Smoke']",214825,Zoo York (feat. Fivio Foreign & Pop Smoke),74
75168,2020,['Surfaces'],212850,Take It Easy,74
75169,2020,['King Von'],122680,Armed & Dangerous,70
75171,2020,['Giveon'],198371,HEARTBREAK ANNIVERSARY,72
75172,2020,"['King Von', 'Lil Durk', 'Prince Dre']",151000,Back Again (feat. Lil Durk & Prince Dre),70
75173,2020,"['Jawsh 685', 'Jason Derulo']",171375,Savage Love (Laxed - Siren Beat),78
75174,2020,"['Julie and the Phantoms Cast', 'Charlie Gillespie']",230241,Unsaid Emily (feat. Charlie Gillespie),75
75175,2020,['Dixie D’Amelio'],198966,Be Happy,77
75176,2020,"['21 Savage', 'Metro Boomin', 'Young Nudy']",187773,Snitches & Rats (feat. Young Nudy),71
75177,2020,"['Trippie Redd', 'PARTYNEXTDOOR']",283285,Excitement (feat. PARTYNEXTDOOR),72
75178,2020,['Lil Uzi Vert'],195299,Lo Mein,70
75180,2020,['Filmore'],193145,Nothing's Better,70
75182,2020,['Polo G'],170057,33,72
75183,2020,['Bad Bunny'],178000,BYE ME FUI,79
75184,2020,['Sia'],205208,Together,81
75185,2020,"['Pop Smoke', 'Quavo']",175756,Aim For The Moon (feat. Quavo),73
75186,2020,"['Lil Durk', 'Lil Baby', 'Polo G']",169532,3 Headed Goat (feat. Lil Baby & Polo G),70
75187,2020,['Lil Peep'],177160,hellboy,75
75188,2020,"['Maluma', 'Myke Towers']",198570,Madrid,85
75189,2020,"['Cali Y El Dandee', 'Danna Paola']",174027,Nada,85
75190,2020,['Big Sean'],136462,ZTFO,71
75191,2020,['DripReport'],106000,Skechers,79
75194,2020,['Joji'],180019,Sanctuary,73
75196,2020,['The Kid LAROI'],196202,SELFISH,72
75197,2020,['Joji'],195000,Run,74
75198,2020,"['Doja Cat', 'Nicki Minaj']",206221,Say So (feat. Nicki Minaj),76
75200,2020,['Wallows'],193293,OK,73
75202,2020,"['Lennon Stella', 'Charlie Puth']",160289,Summer Feelings (feat. Charlie Puth) - From 'SCOOB!' The Album,76
75204,2020,"['Lil Tecca', 'Internet Money']",153627,Out Of Love (feat. Internet Money),73
75205,2020,"['SAINt JHN', 'Future']",187898,Roses Remix (feat. Future),72
75206,2020,['J. Cole'],235480,Snow On Tha Bluff,71
75207,2020,['Lil Baby'],205760,Sum 2 Prove,70
75208,2020,"['jxdn', 'iann dior']",135573,Tonight (feat. iann dior),73
75209,2020,['Flo Milli'],163019,May I,72
75212,2020,"['Zedd', 'Jasmine Thompson']",221466,Funny,77
75214,2020,"['Pop Smoke', 'KAROL G']",197938,Enjoy Yourself (feat. Karol G),75
75216,2020,['Joji'],163759,Your Man,74
75217,2020,['Lil Yachty'],89536,Coffin,72
75218,2020,['Joji'],131719,NITROUS,73
75220,2020,['Joji'],214558,Gimme Love,74
75221,2020,['Water Sound Natural White Noise'],63000,Deep Sleep Recovery Noise,74
75222,2020,"['King Von', 'Lil Durk']",144787,All These Niggas (feat. Lil Durk),70
75223,2020,['Joji'],181772,777,73
75224,2020,"['Lil Baby', 'Lil Uzi Vert']",214215,Commercial (feat. Lil Uzi Vert),70
75225,2020,"['Ty Dolla $ign', 'Post Malone']",143375,Spicy (feat. Post Malone),74
75226,2020,['Machine Gun Kelly'],160222,concert for aliens,72
75227,2020,"['Bring Me The Horizon', 'BABYMETAL']",220042,Kingslayer (feat. BABYMETAL),78
75229,2020,['Polo G'],171442,Beautiful Pain (Losin My Mind),71
75230,2020,['BLACKPINK'],229213,You Never Know,76
75231,2020,"['Pop Smoke', 'Quavo']",165640,Shake The Room (feat. Quavo),74
75234,2020,"['Internet Money', 'Gunna', 'Don Toliver', 'NAV']",195429,"Lemonade (feat. Gunna, Don Toliver & NAV)",79
75236,2020,['Dua Lipa'],221820,Break My Heart,79
75237,2020,['Manuel Turizo'],191945,Quiéreme Mientras Se Pueda,86
90696,2012,"['Breakbot', 'Irfane']",215507,Baby I'm Yours,70
90905,2013,['Imran Khan'],180056,Satisfya,71
90911,2013,['Bastille'],214148,Pompeii,72
91073,2014,"['Olly Murs', 'Demi Lovato']",224294,Up (feat. Demi Lovato),70
91190,2015,['Mon Laferte'],278547,Tu Falta De Querer,73
91224,2015,['Dua Lipa'],202915,Be the One,71
91331,2015,['Natalia Lafourcade'],221800,Hasta la Raíz,70
91375,2016,"['IAmChino', 'Pitbull', 'Yandel', 'El Chacal']",252003,Ay Mi Dios,70
91464,2016,['Crush'],227584,Beautiful,71
91476,2016,['Cartel De Santa'],225240,Leve,70
91567,2017,['Beth McLaughlin'],152000,Brahms Lullaby,70
91569,2017,['LP'],268105,Lost on You,75
91573,2017,['Zara Larsson'],224031,Ain't My Fault,70
91588,2017,"['Carlos Vives', 'Sebastian Yatra']",194742,Robarte un Beso,74
91594,2017,['Ozuna'],226800,Síguelo Bailando,70
91618,2017,['ZAYN'],180120,Good Years,70
91624,2017,['George Michael'],390862,Freedom! '90 - Remastered,70
91627,2017,"['Bad Bunny', 'Bryant Myers']",191295,Pa Ti,70
91642,2017,['Alan Walker'],193788,The Spectre,74
91658,2017,['Grupo Arranke'],188662,A Través Del Vaso,71
91672,2017,"['Martin Garrix', 'Troye Sivan']",221904,There for You,71
91711,2017,['Christian Nodal'],233547,Probablemente,71
91712,2017,"['Daddy Yankee', 'Ozuna']",204520,La Rompe Corazones,70
91732,2017,"['Enrique Iglesias', 'Descemer Bueno', 'Zion & Lennox']",208163,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),73
91753,2017,"['Katy Perry', 'Skip Marley']",237733,Chained To The Rhythm,70
91757,2017,['Nicky Jam'],219507,El Amante,70
91771,2018,['EXO'],200306,Love Shot,73
91775,2018,"['Anuel AA', 'Haze']",190005,Amanece,73
91776,2018,['Lady Gaga'],210200,Always Remember Us This Way,74
91777,2018,"['SHAUN', 'Conor Maynard', 'Sam Feldt']",192453,Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,76
91787,2018,['BTS'],223123,DNA,75
91800,2018,"['Nicky Jam', 'J Balvin', 'Maluma', 'Ozuna']",235747,X (feat. Maluma & Ozuna) - Remix,70
91808,2018,"['Piso 21', 'Micro TDH']",231848,Te Vi,80
91810,2018,['RM'],275955,seoul (prod. HONNE),71
91812,2018,['Red Velvet'],210818,Bad Boy,72
91813,2018,['BLACKPINK'],237077,Forever Young,70
91814,2018,"['Becky G', 'Prince Royce', 'DJ Luian', 'Mambo Kingz', 'Anuel AA']",228493,Bubalu,70
91815,2018,"['Dua Lipa', 'BLACKPINK']",189173,Kiss and Make Up,75
91816,2018,['Burna Boy'],231618,Ye,72
91823,2018,"['6ix9ine', 'Anuel AA']",217822,BEBE,73
91830,2018,['TWICE'],208240,What is Love,73
91832,2018,"['Clean Bandit', 'Demi Lovato']",222653,Solo (feat. Demi Lovato),75
91839,2018,['BTS'],242334,FAKE LOVE,74
91840,2018,['The Chainsmokers'],193200,Sick Boy,72
91841,2018,"['BTS', 'Steve Aoki']",242293,The Truth Untold,71
91844,2018,['Selena Gomez'],210240,Back To You,72
91858,2018,['Lukas Graham'],205440,Love Someone,73
91860,2018,['BTS'],196998,Singularity,71
91881,2018,"['Cosculluela', 'Bad Bunny']",190909,Madura (feat. Bad Bunny),71
91882,2018,['Kodaline'],203187,Brother,71
91887,2018,"['Johnny Orlando', 'kenzie']",219187,What If (I Told You I Like You),73
91889,2018,"['Calum Scott', 'Leona Lewis']",190760,You Are The Reason - Duet Version,72
91891,2018,['RINI'],257000,My Favourite Clothes,70
91892,2018,['BTS'],221529,Love Maze,71
91899,2018,['Imagine Dragons'],210933,"Zero - From the Original Motion Picture ""Ralph Breaks The Internet""",70
91908,2018,"['Alan Walker', 'Julie Bergan', 'K-391', 'SEUNGRI']",210288,Ignite,75
91912,2018,"['Brytiago', 'Daddy Yankee', 'Ozuna', 'Darell', 'Anuel AA']",327467,Asesina - Remix,70
91944,2018,['BTS'],251280,Answer : Love Myself,72
91958,2018,['Ava Max'],186520,Not Your Barbie Girl,71
91961,2018,"['Dayvi', 'Victor Cardenas', 'Kelly Ruíz']",189818,Baila Conmigo (feat. Kelly Ruiz),77
91968,2019,['Edwin Luna y La Trakalosa de Monterrey'],204587,Fíjate Que Si,70
91970,2019,"['Jaden', 'Kid Cudi']",244720,On My Own,70
91972,2019,"['Grupo Firme', 'Banda Coloso']",226816,El Amor No Fue Pa´ Mí - En Vivo,73
91973,2019,['Daddy Yankee'],210520,Que Tire Pa Lante,77
91974,2019,['Labrinth'],91870,Formula,73
91976,2019,['Labrinth'],174568,When I R.I.P.,72
91977,2019,"['Dalex', 'Rafa Pabön', 'Sech', 'Lenny Tavárez', 'KHEA', 'Cazzu', 'Feid']",360960,Pa Mí - Remix,77
91980,2019,['Lana Del Rey'],272485,Happiness is a butterfly,71
91990,2019,"['SLANDER', 'Dylan Matthew']",176972,Love Is Gone - Acoustic,75
91991,2019,['Marca MP'],228545,Te Apuesto - En vivo,70
91992,2019,"['Natanael Cano', 'Bad Bunny']",193621,Soy El Diablo - Remix,70
91999,2019,['Lana Del Rey'],247150,Mariners Apartment Complex,71
92001,2019,['Lana Del Rey'],218288,Fuck it I love you,71
92007,2019,"['Sia', 'Diplo', 'Labrinth', 'LSD']",213707,"Genius (feat. Sia, Diplo, and Labrinth)",76
92012,2019,"['J Balvin', 'Bad Bunny', 'Mr Eazi']",218827,COMO UN BEBÉ,71
92017,2019,"['Ir Sais', 'Rauw Alejandro']",192452,Dream Girl - Remix,81
92021,2019,['La Adictiva Banda San José de Mesillas'],212947,El Amor de Mi Vida,72
92022,2019,"['Alan Walker', 'Ava Max']",179053,"Alone, Pt. II",80
92031,2019,"['Flume', 'Vera Blue']",231663,Rushing Back,71
92035,2019,['Noah Kahan'],223400,False Confidence,72
92044,2019,"['Gabrielle Aplin', 'JP Cooper']",180640,Losing Me,71
92049,2019,['P!nk'],177391,Walk Me Home,72
92051,2019,"['Liam Payne', 'Quavo']",202062,Strip That Down (feat. Quavo),73
92053,2019,"['Justin Quiles', 'Natti Natasha', 'Farruko', 'Dalex', 'Lenny Tavárez', 'Zion']",258600,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",77
92065,2019,['Ellie Goulding'],201072,Sixteen,73
92078,2019,['Kreepa'],167433,Oh No,72
92079,2019,['Camila Cabello'],207039,Liar,75
92083,2019,"['True Damage', 'Becky G', 'Keke Palmer', 'SOYEON of (G)I-DLE', 'Duckwrth', 'Thutmose', 'League of Legends']",191720,GIANTS,74
92089,2019,"['Alan Walker', 'Sabrina Carpenter', 'Farruko']",193798,On My Way,78
92094,2019,['Lana Del Rey'],248934,Norman fucking Rockwell,70
92098,2019,"['Jonas Blue', 'Theresa Rex']",220396,What I Like About You (feat. Theresa Rex),74
92108,2019,"['Farruko', 'Bad Bunny']",289907,La Cartera,70
92110,2019,['Mrs. GREEN APPLE'],212547,インフェルノ,71
92113,2019,['Avril Lavigne'],220850,Head Above Water,71
92116,2019,['Faouzia'],176118,Tears of Gold,70
92120,2019,['Lewis Capaldi'],179908,One,71
92122,2019,['Aventura'],256440,Inmortal,71
92137,2019,"['Jorja Smith', 'Burna Boy']",207031,Be Honest (feat. Burna Boy),74
92142,2019,['Charlotte Lawrence'],171908,Why Do You Love Me,70
92154,2019,"['Lunay', 'Ozuna', 'Anuel AA']",217130,Aventura,73
92157,2019,['Bastille'],192681,Joy,71
92159,2019,['Foster The People'],256267,Imagination,74
92165,2019,['BLACKPINK'],201081,Don't Know What To Do,70
92166,2020,"['The Kid LAROI', 'Lil Tjay']",179252,Fade Away,72
92167,2020,"['Bad Bunny', 'Nesi', 'Ivy Queen']",174028,Yo Perreo Sola - Remix,76
92168,2020,['Still Woozy'],139293,Window,72
92169,2020,['V'],214259,Sweet Night,79
92171,2020,['Tones And I'],200742,Never Seen The Rain,78
92172,2020,['Tate McRae'],175027,that way,75
92173,2020,['5 Seconds of Summer'],158099,Easier,76
92174,2020,['Luke Combs'],199068,Six Feet Apart,70
92177,2020,['Russ'],144507,CIVIL WAR - Bonus,73
92178,2020,"['21 Savage', 'Metro Boomin']",140833,Steppin On Niggas,70
92181,2020,"['$NOT', 'Flo Milli']",124987,Mean,71
92183,2020,['Trippie Redd'],152920,Weeeeee,71
92185,2020,['JAWNY'],135581,Honeypie,75
92186,2020,"['Trippie Redd', 'Future']",173846,Never Change (feat. Future),71
92187,2020,['Joji'],202072,Mr. Hollywood,73
92188,2020,['Halsey'],201661,Without Me,77
92189,2020,"['Cmten', 'Glitch Gum']",147000,NEVER MET! (feat. Glitch Gum),73
92190,2020,"['Sheff G', 'Sleepy Hallow']",181160,Tip Toe,70
92191,2020,['The Weeknd'],215627,Save Your Tears,78
92192,2020,['Taylor Swift'],234000,peace,72
92224,2020,"['NAV', 'Gunna', 'Travis Scott']",161320,Turks (with Gunna & ft. Travis Scott),72
92226,2020,"['The Kid LAROI', 'Corbin']",166688,NOT FAIR (feat. Corbin),72
92227,2020,"['$NOT', 'iann dior']",167147,Like Me (feat. iann dior),70
92228,2020,"['Machine Gun Kelly', 'Trippie Redd']",129142,all I know (feat. Trippie Redd),72
92229,2020,"['Moneybagg Yo', 'City Girls', 'DaBaby']",177704,Said Sum (feat. City Girls & DaBaby) - Remix,71
92230,2020,['Oliver Tree'],145147,Hurt,72
92231,2020,"['Flipp Dinero', 'A Boogie Wit da Hoodie']",221224,No No No (feat. A Boogie Wit Da Hoodie),72
92233,2020,['COIN'],188307,Crash My Car,71
92235,2020,"['DVBBS', '24kGoldn', 'blackbear']",175082,Tinted Eyes (feat. blackbear & 24kGoldn),74
92237,2020,"['Internet Money', 'Juice WRLD', 'Trippie Redd']",174730,Blastoff (feat. Juice Wrld & Trippie Redd),72
92239,2020,['Hailee Steinfeld'],248987,Wrong Direction,75
92240,2020,['Pop Smoke'],160000,Gangstas,75
92241,2020,['Joyner Lucas'],239702,Zim Zimma,71
92242,2020,['Ski Mask The Slump God'],102960,Burn The Hoods,71
92245,2020,"['Bad Bunny', 'Sech']",210607,Ignorantes,77
92246,2020,"['Drake', 'Playboi Carti']",149078,Pain 1993 (with Playboi Carti),72
92247,2020,['BTS'],234458,My Time,78
92250,2020,['Taylor Swift'],237258,mad woman,72
92251,2020,"['A Boogie Wit da Hoodie', 'Don Q', 'Lil Uzi Vert']",180935,Flood My Wrist (feat. Lil Uzi Vert),70
92252,2020,"['StaySolidRocky', 'Lil Uzi Vert']",147673,Party Girl (Remix),71
92255,2020,['Sam Smith'],193795,To Die For,78
92256,2020,"['Arcangel', 'Sech']",182627,Amantes y Amigos,80
92262,2020,"['Bad Bunny', 'Sech']",210607,Ignorantes,79
92263,2020,['Jasiah'],95484,Break Shit,71
92265,2020,['Dua Lipa'],193829,Physical,81
92266,2020,['Bad Bunny'],192024,Vete,75
92268,2020,['System Of A Down'],307645,Protect The Land,76
92269,2020,['Stray Kids'],189287,Back Door,79
92272,2020,['Los Dos Carnales'],191995,El Envidioso,74
92274,2020,"['Bring Me The Horizon', 'Nova Twins']",209598,1x1 (feat. Nova Twins),77
92278,2020,"['Young T & Bugsey', 'DaBaby']",201960,Don't Rush (feat. DaBaby),75
92280,2020,"['PARTYNEXTDOOR', 'Drake']",197973,LOYAL (feat. Drake),75
92281,2020,['Lauv'],142773,Love Somebody,78
92282,2020,['Bad Bunny'],160638,Pero Ya No,76
92289,2020,"['Joji', 'rei brown']",166883,Normal People (feat. rei brown),72
92298,2020,['Hwa Sa'],199027,Maria,80
92303,2020,['CORPSE'],121846,White Tee - Alternate Bass Boosted Version,71
92304,2020,['Five Finger Death Punch'],190718,A Little Bit Off,72
92305,2020,['NLE Choppa'],145167,Shotta Flow 5,70
92306,2020,['Lil Xxel'],188293,LMK,74
92308,2020,['Conan Gray'],245267,The Story,74
92309,2020,"['Julie and the Phantoms Cast', 'Madison Reyes']",217846,Wake Up (feat. Madison Reyes),74
92310,2020,"['Justin Bieber', 'Post Malone', 'Clever']",219933,Forever (feat. Post Malone & Clever),75
