,year,artists,duration_ms,name,popularity
4006,1942,"['Bing Crosby', 'Ken Darby Singers', 'John Scott Trotter & His Orchestra']",177480,White Christmas,76
4406,1944,['Judy Garland'],162333,Have Yourself A Merry Little Christmas,70
4607,1945,['Bing Crosby'],166000,It's Beginning To Look Like Christmas,71
5006,1947,['Gene Autry'],150267,Here Comes Santa Claus (Right Down Santa Claus Lane) - 1947 Version,70
7006,1957,['Elvis Presley'],129173,Blue Christmas,74
7007,1957,"['Ella Fitzgerald', 'Louis Armstrong']",185160,Dream A Little Dream Of Me - Single Version,72
7206,1958,['Frank Sinatra'],199093,Come Fly With Me - Remastered,70
7207,1958,['Elvis Presley'],146480,Jailhouse Rock,73
7406,1959,['Dean Martin'],117147,Let It Snow! Let It Snow! Let It Snow!,81
7409,1959,['Chuck Berry'],161560,Johnny B. Goode,75
7411,1959,['Dean Martin'],135760,Rudolph The Red-Nosed Reindeer,70
7606,1960,['Etta James'],179693,At Last,76
7607,1960,['Etta James'],196133,A Sunday Kind Of Love,70
7806,1961,['Elvis Presley'],182360,Can't Help Falling in Love,78
8006,1962,['Nat King Cole'],192160,The Christmas Song (Merry Christmas To You),77
8007,1962,['Nat King Cole'],84987,Joy To The World,72
8009,1962,['Ben E. King'],180056,Stand by Me,78
8010,1962,"['Frank Sinatra', 'Count Basie']",147000,Fly Me To The Moon (In Other Words),75
8011,1962,['Roy Orbison'],178933,"Oh, Pretty Woman",74
8206,1963,['Andy Williams'],151933,It's the Most Wonderful Time of the Year,83
8207,1963,['The Ronettes'],181267,Sleigh Ride,80
8208,1963,['Darlene Love'],166453,Christmas (Baby Please Come Home),70
8209,1963,['Johnny Cash'],158427,Ring of Fire,71
8210,1963,['The Beatles'],155227,Twist And Shout - Remastered 2009,74
8212,1963,['The Beach Boys'],149373,Surfin' U.S.A. - Remastered,71
8219,1963,['Bob Dylan'],165427,Blowin' in the Wind,70
8406,1964,['Brenda Lee'],126267,Rockin' Around The Christmas Tree,85
8407,1964,['The Animals'],271280,House Of The Rising Sun,70
8410,1964,['Simon & Garfunkel'],185413,The Sound of Silence - Acoustic Version,74
8411,1964,['The Kinks'],134253,You Really Got Me - Mono Mix,71
8429,1964,['Chuck Berry'],161907,You Never Can Tell,70
8606,1965,['The Temptations'],165000,My Girl,79
8607,1965,['Burl Ives'],135533,A Holly Jolly Christmas - Single Version,71
8608,1965,['Vince Guaraldi Trio'],309387,O Tannenbaum,70
8609,1965,['The Beatles'],125667,Yesterday - Remastered 2009,77
8610,1965,['The Rolling Stones'],222813,(I Can't Get No) Satisfaction - Mono Version,77
8611,1965,['Four Tops'],160280,"I Can't Help Myself (Sugar Pie, Honey Bunch)",72
8612,1965,['The Beatles'],146333,In My Life - Remastered 2009,73
8614,1965,['Bob Dylan'],369600,Like a Rolling Stone,74
8617,1965,['Nina Simone'],174000,Feeling Good,74
8618,1965,['The Beatles'],139560,Help! - Remastered 2009,72
8622,1965,['The Righteous Brothers'],218013,Unchained Melody,72
8806,1966,['The Mamas & The Papas'],162373,California Dreamin' - Single Version,79
8807,1966,['Buffalo Springfield'],153693,For What It's Worth,75
8808,1966,['The Rolling Stones'],202267,"Paint It, Black",78
8809,1966,['Dean Martin'],142560,Silver Bells,70
8811,1966,['The Beach Boys'],153205,Wouldn't It Be Nice - Stereo Mix,71
8812,1966,['The Supremes'],167933,You Can't Hurry Love,73
8814,1966,['Frank Sinatra'],187040,That's Life,72
8815,1966,['The Beach Boys'],173040,God Only Knows - Remastered,71
8819,1966,['The Rolling Stones'],204480,"Paint It, Black - Mono",70
8825,1966,['James Brown & The Famous Flames'],165800,I Got You (I Feel Good),70
9006,1967,['Van Morrison'],183307,Brown Eyed Girl,79
9007,1967,"['Marvin Gaye', 'Tammi Terrell']",151667,Ain't No Mountain High Enough,80
9008,1967,['Jimi Hendrix'],170813,Purple Haze,72
9009,1967,['The Turtles'],176293,Happy Together,74
9010,1967,['The Monkees'],167373,I'm a Believer - 2006 Remaster,73
9011,1967,['The Beach Boys'],219027,Good Vibrations - Remastered,70
9012,1967,['Jimi Hendrix'],145747,Little Wing,71
9013,1967,['The Beatles'],247320,Strawberry Fields Forever - Remastered 2009,71
9014,1967,['The Doors'],429760,Light My Fire,73
9015,1967,['Aretha Franklin'],147600,Respect,73
9016,1967,['Jefferson Airplane'],174840,Somebody to Love,72
9017,1967,['Jimi Hendrix'],210160,Hey Joe,71
9018,1967,['The Doors'],130173,People Are Strange,71
9019,1967,['The Doors'],145867,Break on Through (To the Other Side),72
9023,1967,"['Frank Sinatra', 'Nancy Sinatra']",162493,Somethin' Stupid,71
9206,1968,['Jimi Hendrix'],240800,All Along the Watchtower,78
9207,1968,['The Band'],274493,The Weight - Remastered,73
9208,1968,['The Foundations'],177533,Build Me Up Buttercup,74
9209,1968,['The Rolling Stones'],378147,Sympathy For The Devil - 50th Anniversary Edition,75
9210,1968,['The Beatles'],138387,Blackbird - Remastered 2009,74
9211,1968,['Steppenwolf'],271573,Magic Carpet Ride,70
9212,1968,['Simon & Garfunkel'],244027,"Mrs. Robinson - From ""The Graduate"" Soundtrack",76
9213,1968,['Otis Redding'],163756,(Sittin' On) the Dock of the Bay,75
9216,1968,['Tony Bennett'],133867,Winter Wonderland,71
9217,1968,['Cream'],298333,White Room,72
9219,1968,['Marvin Gaye'],194293,I Heard It Through The Grapevine,73
9220,1968,['Etta James'],156653,I'd Rather Go Blind,70
9221,1968,['Stevie Wonder'],169800,For Once In My Life,72
9223,1968,['The Beatles'],188960,"Ob-La-Di, Ob-La-Da - Remastered 2009",71
9224,1968,['Aretha Franklin'],216773,I Say a Little Prayer,76
9225,1968,['The Beatles'],285000,While My Guitar Gently Weeps - Remastered 2009,70
9406,1969,['Creedence Clearwater Revival'],140773,Fortunate Son,81
9407,1969,['The Beatles'],185733,Here Comes The Sun - Remastered 2009,82
9408,1969,['Neil Diamond'],203573,Sweet Caroline,78
9409,1969,['Creedence Clearwater Revival'],141600,Bad Moon Rising,78
9410,1969,['The Beatles'],259947,Come Together - Remastered 2009,79
9411,1969,['The Rolling Stones'],270773,Gimme Shelter,76
9412,1969,['Norman Greenbaum'],242893,Spirit In The Sky,74
9413,1969,['Led Zeppelin'],333893,Whole Lotta Love - 1990 Remaster,77
9414,1969,['Creedence Clearwater Revival'],166280,Down On The Corner,73
9415,1969,['The Jackson 5'],176333,I Want You Back,76
9416,1969,['Led Zeppelin'],263333,Ramble On - 1990 Remaster,70
9417,1969,['Frank Sinatra'],276800,My Way,74
9418,1969,['David Bowie'],318813,Space Oddity - 2015 Remaster,73
9422,1969,['The Beatles'],182293,Something - Remastered 2009,71
9429,1969,['Elvis Presley'],261280,Suspicious Minds,72
9434,1969,['Joe Cocker'],312173,With A Little Help From My Friends,70
9606,1970,['Creedence Clearwater Revival'],160333,Have You Ever Seen The Rain,71
9607,1970,['Stevie Wonder'],161160,"Signed, Sealed, Delivered (I'm Yours)",77
9608,1970,['The Jackson 5'],144013,Santa Claus Is Coming To Town,75
9609,1970,['Van Morrison'],205613,Into the Mystic - 2013 Remaster,74
9610,1970,['James Taylor'],203613,Fire and Rain - 2019 Remaster,74
9611,1970,['Led Zeppelin'],146250,Immigrant Song - Remaster,77
9612,1970,['The Jackson 5'],181267,I Saw Mommy Kissing Santa Claus,73
9613,1970,['The Beatles'],243027,Let It Be - Remastered 2009,78
9614,1970,['Elton John'],241787,Your Song,77
9616,1970,['Allman Brothers Band'],180067,Midnight Rider,70
9617,1970,['Simon & Garfunkel'],174827,Cecilia,74
9618,1970,['Yusuf / Cat Stevens'],200173,Wild World,77
9619,1970,['George Harrison'],281227,My Sweet Lord - Remastered 2014,76
9620,1970,['Derek & The Dominos'],423840,Layla,74
9625,1970,['Joni Mitchell'],134800,Big Yellow Taxi,71
9626,1970,['The Kinks'],241040,Lola - Coca Cola Version,70
9627,1970,['Creedence Clearwater Revival'],161467,Up Around The Bend,70
9630,1970,['Free'],330643,All Right Now,70
9634,1970,['Yusuf / Cat Stevens'],221000,Father And Son,74
9638,1970,['Simon & Garfunkel'],293120,Bridge Over Troubled Water,72
9642,1970,['Simon & Garfunkel'],308520,The Boxer,71
9646,1970,['The Doors'],243827,Roadhouse Blues,71
9653,1970,['Curtis Mayfield'],165790,Move on Up,70
9806,1971,['Elton John'],377093,Tiny Dancer,79
9807,1971,['The Who'],300400,Baba O'Riley,77
9808,1971,['Don McLean'],516893,American Pie,75
9809,1971,['Led Zeppelin'],482830,Stairway to Heaven - Remaster,78
9810,1971,['Bill Withers'],125093,Ain't No Sunshine,77
9811,1971,['John Lennon'],187867,Imagine - Remastered 2010,78
9812,1971,['Led Zeppelin'],295387,Black Dog - Remaster,72
9813,1971,['Rod Stewart'],350267,Maggie May,72
9814,1971,['Janis Joplin'],271333,Me and Bobby McGee,72
9817,1971,['The Rolling Stones'],341773,Wild Horses - 2009 Mix,72
9818,1971,['The Doors'],434720,Riders on the Storm,74
9819,1971,['John Denver'],190160,"Take Me Home, Country Roads",70
9826,1971,['The Rolling Stones'],228667,Brown Sugar - 2009 Mix,70
9828,1971,['The Who'],221427,Behind Blue Eyes,70
9832,1971,['David Bowie'],235987,Life on Mars? - 2015 Remaster,71
9837,1971,['Don McLean'],243493,Vincent,70
9839,1971,['Marvin Gaye'],232600,What's Going On,70
10006,1972,['Elton John'],281613,"Rocket Man (I Think It's Going To Be A Long, Long Time)",82
10007,1972,['Eagles'],211578,Take It Easy - 2013 Remaster,77
10008,1972,['The Doobie Brothers'],227267,Listen to the Music,76
10009,1972,['Looking Glass'],186827,Brandy (You're a Fine Girl),74
10010,1972,['Steely Dan'],277267,Reelin' In The Years,72
10011,1972,"['America', 'George Martin']",252240,A Horse with No Name,77
10012,1972,['Al Green'],199396,Let's Stay Together,75
10013,1972,['Paul Simon'],164813,Me and Julio Down by the Schoolyard,72
10014,1972,['Carly Simon'],258411,You're so Vain,75
10016,1972,['Bill Withers'],258835,Lean on Me,72
10017,1972,['Steely Dan'],356733,Do It Again,70
10018,1972,"['America', 'George Martin']",211387,Ventura Highway,70
10020,1972,['Lou Reed'],254173,Walk On the Wild Side,76
10022,1972,['Neil Young'],187013,Heart of Gold - 2009 Remaster,73
10029,1972,['Stealers Wheel'],208947,Stuck In The Middle With You,70
10033,1972,['David Bowie'],254293,Starman - 2012 Remaster,73
10038,1972,['Stevie Wonder'],178200,You Are The Sunshine Of My Life,71
10067,1972,['Lou Reed'],225000,Perfect Day,70
10206,1973,['Steve Miller Band'],264504,The Joker,76
10207,1973,['Aerosmith'],266960,Dream On,79
10208,1973,['Lynyrd Skynyrd'],547107,Free Bird,71
10209,1973,['King Harvest'],181133,Dancing in the Moonlight,70
10210,1973,['Lynyrd Skynyrd'],356627,Simple Man,70
10211,1973,['Billy Joel'],339000,Piano Man,76
10212,1973,['The Marshall Tucker Band'],365093,Can't You See,71
10213,1973,['Elton John'],322549,Bennie And The Jets - Remastered 2014,73
10214,1973,['Redbone'],205933,Come and Get Your Love - Single Version,77
10215,1973,['Faces'],214080,Ooh La La,71
10216,1973,['Pink Floyd'],382834,Money,73
10219,1973,"['Blue Swede', 'Björn Skifs']",172867,Hooked on a Feeling,75
10220,1973,['Wings'],313027,Band On The Run - Remastered 2010,71
10221,1973,['ZZ Top'],230480,La Grange - 2005 Remaster,76
10222,1973,['Gladys Knight & The Pips'],279333,Midnight Train to Georgia,71
10223,1973,['Pink Floyd'],413947,Time,70
10224,1973,['The Doobie Brothers'],207267,Long Train Runnin',72
10228,1973,['Elton John'],235440,Crocodile Rock,71
10229,1973,['Elton John'],272394,Step Into Christmas,72
10230,1973,['Elton John'],192827,Goodbye Yellow Brick Road - Remastered 2014,71
10234,1973,['Bob Dylan'],149880,Knockin' On Heaven's Door,73
10238,1973,['Roberta Flack'],286920,Killing Me Softly with His Song,73
10249,1973,['The Rolling Stones'],272000,Angie,73
10340,1973,['Lynyrd Skynyrd'],558933,Free Bird,70
10406,1974,['Lynyrd Skynyrd'],283800,Sweet Home Alabama,82
10407,1974,['Dolly Parton'],161533,Jolene,74
10408,1974,['David Bowie'],274747,Rebel Rebel - 2016 Remaster,75
10411,1974,['Bachman-Turner Overdrive'],234867,You Ain't Seen Nothing Yet,70
10414,1974,['John Denver'],180693,Annie's Song,71
10429,1974,['Barry Manilow'],213333,Mandy,70
10606,1975,['Fleetwood Mac'],199493,Landslide,80
10607,1975,['Queen'],354320,Bohemian Rhapsody - Remastered 2011,74
10608,1975,['Aerosmith'],274133,Sweet Emotion,75
10609,1975,['Pink Floyd'],334744,Wish You Were Here,77
10610,1975,['Fleetwood Mac'],252773,Rhiannon,73
10611,1975,['Aerosmith'],220400,Walk This Way,75
10612,1975,['Frankie Valli & The Four Seasons'],197147,"December, 1963 (Oh What a Night!)",73
10613,1975,['KISS'],168840,Rock And Roll All Nite,75
10615,1975,['Bruce Springsteen'],269920,Born to Run,73
10616,1975,['Eagles'],291686,One of These Nights - 2013 Remaster,70
10618,1975,['Natalie Cole'],171960,This Will Be (An Everlasting Love),72
10622,1975,['Led Zeppelin'],508200,Kashmir - 1990 Remaster,70
10624,1975,['Paul Simon'],217347,50 Ways to Leave Your Lover,70
10630,1975,['Hot Chocolate'],244920,You Sexy Thing,71
10646,1975,['10cc'],366640,I'm Not In Love,70
10806,1976,['Eagles'],391376,Hotel California - 2013 Remaster,83
10807,1976,['Blue Öyster Cult'],308120,(Don't Fear) The Reaper,77
10808,1976,['Boston'],285133,More Than a Feeling,79
10809,1976,['Tom Petty and the Heartbreakers'],214733,American Girl,75
10810,1976,['Kansas'],323000,Carry on Wayward Son,75
10811,1976,['Daryl Hall & John Oates'],142787,Rich Girl,73
10812,1976,['AC/DC'],214667,T.N.T.,78
10813,1976,['Thin Lizzy'],266720,The Boys Are Back In Town,74
10814,1976,['Eagles'],286220,Life in the Fast Lane - 2013 Remaster,72
10815,1976,['Bob Seger'],324423,Night Moves,71
10817,1976,['AC/DC'],231933,Dirty Deeds Done Dirt Cheap,74
10818,1976,['ABBA'],230400,Dancing Queen,78
10823,1976,['Stevie Wonder'],232760,Sir Duke,71
10825,1976,['Chicago'],235373,If You Leave Me Now,75
10827,1976,['The Bellamy Brothers'],198760,Let Your Love Flow,70
10829,1976,['AC/DC'],301227,It's a Long Way to the Top (If You Wanna Rock 'N' Roll),71
10835,1976,['Ramones'],134467,Blitzkrieg Bop - 2016 Remaster,71
10838,1976,['Bob Dylan'],512733,Hurricane,71
10883,1976,['Billy Ocean'],179013,Love Really Hurts Without You,70
10917,1976,['Boney M.'],208600,Daddy Cool,70
11006,1977,['Fleetwood Mac'],257800,Dreams - 2004 Remaster,89
11007,1977,['Fleetwood Mac'],270213,The Chain - 2004 Remaster,82
11008,1977,['Electric Light Orchestra'],303373,Mr. Blue Sky,81
11009,1977,['Fleetwood Mac'],223613,Go Your Own Way - 2004 Remaster,75
11010,1977,['Heart'],261933,Barracuda,74
11012,1977,['Billy Joel'],214240,Vienna,73
11013,1977,['Bill Withers'],254560,Lovely Day,76
11014,1977,['Bob Marley & The Wailers'],180267,Three Little Birds,77
11015,1977,['Commodores'],256427,Easy,76
11016,1977,['Eric Clapton'],225027,Wonderful Tonight,76
11017,1977,['Kansas'],206267,Dust in the Wind,77
11018,1977,['Fleetwood Mac'],134400,Never Going Back Again - 2004 Remaster,71
11019,1977,['Cheap Trick'],191227,I Want You to Want Me,71
11022,1977,['Talking Heads'],261413,Psycho Killer - 2005 Remaster,74
11024,1977,['Supertramp'],248173,Give A Little Bit,75
11028,1977,['David Bowie'],371413,Heroes - 2017 Remaster,75
11029,1977,['Bob Marley & The Wailers'],211000,Jamming,73
11031,1977,['Billy Joel'],201373,She's Always a Woman,72
11032,1977,['Bob Marley & The Wailers'],172933,One Love / People Get Ready - Medley,72
11039,1977,['Billy Joel'],290573,Just the Way You Are,71
11055,1977,['ABBA'],243933,Take A Chance On Me,70
11056,1977,['Iggy Pop'],283360,The Passenger,73
11206,1978,['Queen'],209413,Don't Stop Me Now - Remastered 2011,73
11207,1978,"['Earth, Wind & Fire']",215093,September,80
11208,1978,['The Rolling Stones'],265173,Beast Of Burden - Remastered,74
11209,1978,['Van Halen'],214960,Runnin' with the Devil - 2015 Remaster,72
11210,1978,['The Cars'],225627,Just What I Needed,70
11211,1978,['Bob Seger'],194147,Old Time Rock & Roll,73
11217,1978,['The Police'],191947,Roxanne,76
11218,1978,['The Doobie Brothers'],223867,What a Fool Believes,70
11219,1978,['Kenny Rogers'],214880,The Gambler,73
11220,1978,['TOTO'],235547,Hold the Line,76
11224,1978,['Bob Marley & The Wailers'],232200,Is This Love,75
11228,1978,"['John Travolta', 'Olivia Newton-John']",169840,You're The One That I Want - From “Grease”,75
11230,1978,['Olivia Newton-John'],185360,Hopelessly Devoted To You - From “Grease”,73
11267,1978,['Kate Bush'],269067,Wuthering Heights,70
11406,1979,['AC/DC'],208400,Highway to Hell,84
11407,1979,['Bee Gees'],285373,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",79
11408,1979,['Pink Floyd'],238747,"Another Brick in the Wall, Pt. 2",76
11409,1979,['Pink Floyd'],382297,Comfortably Numb,74
11410,1979,['Rupert Holmes'],276493,Escape (The Pina Colada Song),73
11411,1979,['Bee Gees'],245200,How Deep Is Your Love,79
11413,1979,['Michael Jackson'],365467,Don't Stop 'Til You Get Enough,75
11414,1979,['Electric Light Orchestra'],243373,Don't Bring Me Down,72
11415,1979,['KISS'],271240,I Was Made For Lovin' You,79
11416,1979,['Michael Jackson'],220627,Rock with You - Single Version,73
11417,1979,['Bee Gees'],197213,"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",73
11418,1979,['The Knack'],295400,My Sharona,73
11419,1979,['The Police'],290280,Message In A Bottle,74
11421,1979,"['Earth, Wind & Fire', 'The Emotions']",288293,Boogie Wonderland,74
11424,1979,['Christopher Cross'],256147,Sailing,70
11425,1979,['The Clash'],200480,London Calling - Remastered,73
11426,1979,['Sister Sledge'],216733,We Are Family,70
11429,1979,['Bee Gees'],212253,"Night Fever - From ""Saturday Night Fever"" Soundtrack",72
11437,1979,['Supertramp'],251253,The Logical Song - Remastered 2010,73
11459,1979,['Supertramp'],159347,Breakfast In America - Remastered,70
11606,1980,['AC/DC'],255493,Back In Black,84
11607,1980,['Paul McCartney'],227653,Wonderful Christmastime - Edited Version / Remastered 2011,79
11608,1980,['Queen'],214653,Another One Bites The Dust - Remastered 2011,73
11609,1980,['Daryl Hall & John Oates'],190627,You Make My Dreams (Come True),78
11610,1980,['AC/DC'],210173,You Shook Me All Night Long,80
11611,1980,['Dolly Parton'],162467,9 to 5,76
11612,1980,['Journey'],201693,Any Way You Want It,72
11614,1980,['AC/DC'],312293,Hells Bells,75
11615,1980,['REO Speedwagon'],200293,Keep on Loving You,72
11616,1980,['Bob Marley & The Wailers'],237000,Could You Be Loved,76
11618,1980,['Talking Heads'],259907,Once in a Lifetime - 2005 Remaster,71
11620,1980,['Motörhead'],166920,Ace of Spades,75
11621,1980,['Pat Benatar'],171267,Hit Me With Your Best Shot,70
11624,1980,['AC/DC'],317427,Shoot to Thrill,73
11636,1980,['Judas Priest'],153840,Breaking the Law,70
11640,1980,['Bob Marley & The Wailers'],233560,Redemption Song,70
11647,1980,"['Grover Washington, Jr.']",443773,Just the Two of Us,70
11670,1980,['John Lennon'],212933,Woman - Remastered 2010,70
11806,1981,['Journey'],250987,Don't Stop Believin',81
11807,1981,['Rick Springfield'],194120,Jessie's Girl,72
11808,1981,['Rush'],276880,Tom Sawyer,72
11809,1981,['Phil Collins'],336453,In The Air Tonight - 2015 Remastered,77
11811,1981,['The J. Geils Band'],216533,Centerfold,72
11812,1981,['Rick James'],205467,Super Freak,76
11814,1981,['The Rolling Stones'],213067,Start Me Up - Remastered,76
11816,1981,"['Earth, Wind & Fire']",339320,Let's Groove,74
11818,1981,['Bruce Springsteen'],267600,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",70
11820,1981,['The Police'],260573,Every Little Thing She Does Is Magic,73
11821,1981,['Joan Jett & The Blackhearts'],175173,I Love Rock 'N Roll,73
11822,1981,['The Human League'],236920,Don't You Want Me,74
11824,1981,['Journey'],202173,Open Arms,70
11825,1981,['Luther Vandross'],230467,Never Too Much,71
11830,1981,['Foreigner'],292067,Waiting for a Girl like You,70
11832,1981,['Blondie'],275733,Heart Of Glass - Special Mix,71
11845,1981,['Kim Carnes'],228000,Bette Davis Eyes,73
11847,1981,['The Stranglers'],206760,Golden Brown,72
12006,1982,['TOTO'],295893,Africa,83
12007,1982,['Michael Jackson'],293827,Billie Jean,83
12008,1982,['John Mellencamp'],254493,Jack & Diane,74
12009,1982,"['Queen', 'David Bowie']",248440,Under Pressure - Remastered 2011,71
12010,1982,['The Clash'],188987,Should I Stay or Should I Go - Remastered,79
12011,1982,['Dexys Midnight Runners'],287307,Come On Eileen,76
12012,1982,['Michael Jackson'],258040,Beat It,79
12014,1982,['John Mellencamp'],218960,Hurts So Good,70
12015,1982,['Duran Duran'],220627,Hungry Like the Wolf - 2009 Remaster,73
12016,1982,['Daryl Hall & John Oates'],273173,Maneater,74
12017,1982,['Michael Jackson'],238733,P.Y.T. (Pretty Young Thing),71
12018,1982,['Phil Collins'],175747,You Can't Hurry Love - 2016 Remaster,77
12019,1982,['The Clash'],222427,Rock the Casbah - Remastered,72
12020,1982,['Survivor'],243773,Eye of the Tiger,74
12021,1982,['Billy Idol'],252200,White Wedding - Pt. 1,70
12024,1982,['Michael Jackson'],357267,Thriller,71
12027,1982,['Marvin Gaye'],238600,Sexual Healing,72
12028,1982,['TOTO'],331200,Rosanna,72
12031,1982,['The Pointer Sisters'],230640,I'm So Excited,72
12046,1982,['Chicago'],304213,Hard to Say I'm Sorry / Get Away - 2006 Remaster,70
12059,1982,['The Alan Parsons Project'],276280,Eye In The Sky,70
12073,1982,['José Luis Perales'],248000,¿Y cómo es él?,70
12206,1983,"['Eurythmics', 'Annie Lennox', 'Dave Stewart']",216933,Sweet Dreams (Are Made of This) - Remastered,81
12207,1983,['Billy Joel'],197707,Uptown Girl,77
12208,1983,['The Police'],253920,Every Breath You Take,84
12209,1983,['Elton John'],183440,I'm Still Standing,79
12210,1983,['Cyndi Lauper'],238267,Girls Just Want to Have Fun,77
12211,1983,['Matthew Wilder'],184480,Break My Stride,76
12212,1983,['Talking Heads'],296147,This Must Be the Place (Naive Melody) - 2005 Remaster,72
12213,1983,['ZZ Top'],258027,Sharp Dressed Man - 2008 Remaster,73
12214,1983,['Billy Idol'],288533,Rebel Yell,72
12215,1983,['Daryl Hall & John Oates'],126360,Jingle Bell Rock - Daryl's Version,73
12220,1983,['Quiet Riot'],290960,Cum on Feel the Noize,70
12223,1983,['Culture Club'],252773,Karma Chameleon - Remastered,74
12224,1983,['Cyndi Lauper'],241333,Time After Time,73
12231,1983,['Michael Sembello'],244707,Maniac,74
12235,1983,['David Bowie'],457676,Let's Dance - 2018 Remaster,71
12237,1983,['Yes'],268507,Owner of a Lonely Heart,70
12238,1983,['Bob Marley & The Wailers'],255840,Buffalo Soldier,71
12240,1983,['ZZ Top'],241080,Gimme All Your Lovin',70
12243,1983,['Nena'],232467,99 Luftballons,73
12252,1983,['U2'],279440,Sunday Bloody Sunday - Remastered 2008,72
12406,1984,['Bryan Adams'],216053,Summer Of '69,82
12407,1984,['Van Halen'],241600,Jump - 2015 Remaster,79
12408,1984,['Van Halen'],210227,Panama - 2015 Remaster,75
12409,1984,['Wham!'],262960,Last Christmas,73
12410,1984,['Don Henley'],288733,The Boys Of Summer,76
12411,1984,['Wham!'],231333,Wake Me Up Before You Go-Go,79
12412,1984,['Bruce Springsteen'],241307,Dancing In the Dark,77
12413,1984,['Van Halen'],282747,Hot for Teacher - 2015 Remaster,70
12414,1984,['Bruce Springsteen'],278680,Born in the U.S.A.,75
12415,1984,['Foreigner'],304787,I Want to Know What Love Is - 1999 Remaster,78
12416,1984,['Twisted Sister'],219667,We're Not Gonna Take It,74
12417,1984,['REO Speedwagon'],294773,Can't Fight This Feeling,74
12418,1984,['Prince'],352906,When Doves Cry,72
12420,1984,['Prince'],520787,Purple Rain,75
12421,1984,['Bruce Springsteen'],155880,I'm On Fire,75
12422,1984,['Scorpions'],252493,Rock You Like A Hurricane,70
12423,1984,['The Smiths'],162920,This Charming Man - 2011 Remaster,73
12424,1984,['Chicago'],229240,You're the Inspiration - 2006 Remaster,73
12426,1984,['The Smiths'],408173,How Soon Is Now? - 2011 Remaster,70
12427,1984,['Kenny Loggins'],226827,"Footloose - From ""Footloose"" Soundtrack",71
12429,1984,['Twisted Sister'],179760,I Wanna Rock,70
12430,1984,['Bryan Adams'],243360,Heaven,77
12435,1984,['John Waite'],269760,Missing You,71
12438,1984,['Bon Jovi'],230667,Runaway,70
12439,1984,['Frankie Goes To Hollywood'],236800,Relax,71
12441,1984,['Alphaville'],226706,Forever Young,73
12443,1984,['Madonna'],218627,Like a Virgin,72
12463,1984,['Bronski Beat'],302413,Smalltown Boy,72
12477,1984,['Laura Branigan'],246440,Self Control,71
12591,1984,['Soda Stereo'],200800,Trátame Suavemente - Remasterizado 2007,70
12606,1985,['Tears For Fears'],251489,Everybody Wants To Rule The World,82
12607,1985,['a-ha'],225280,Take on Me,84
12608,1985,"['Grover Washington, Jr.', 'Bill Withers']",237106,Just the Two of Us (feat. Bill Withers),79
12609,1985,['Simple Minds'],263040,Don't You (Forget About Me),75
12610,1985,['Starship'],296080,We Built This City,76
12611,1985,['Katrina & The Waves'],238733,Walking On Sunshine,78
12612,1985,['Survivor'],245640,Eye of the Tiger,77
12613,1985,['The Outfield'],221840,Your Love,71
12614,1985,['Prince'],215173,Raspberry Beret,71
12617,1985,['Dead Or Alive'],199667,You Spin Me Round (Like a Record),73
12618,1985,['Whitney Houston'],275533,How Will I Know,72
12619,1985,['The Outfield'],216467,Your Love,73
12624,1985,['Tears For Fears'],393667,Shout,71
12625,1985,['Hombres G'],194867,Devuélveme a mi chica,73
12628,1985,['Mr. Mister'],343933,Broken Wings,70
12636,1985,['Hombres G'],225760,Te quiero,72
12806,1986,['Bon Jovi'],249293,Livin' On A Prayer,83
12807,1986,['Chuck Berry'],165733,Run Rudolph Run - Single Version,74
12808,1986,['Bon Jovi'],222707,You Give Love A Bad Name,80
12809,1986,['Paul Simon'],280000,You Can Call Me Al,76
12810,1986,['Bon Jovi'],308667,Wanted Dead Or Alive,74
12813,1986,['Prince'],226240,Kiss,73
12814,1986,['Run–D.M.C.'],183427,It's Tricky,71
12815,1986,['Europe'],310333,The Final Countdown,77
12817,1986,['The Smiths'],244587,There Is a Light That Never Goes Out - 2011 Remaster,74
12818,1986,['Bonnie Tyler'],348333,"Holding Out for a Hero - From ""Footloose"" Soundtrack",73
12820,1986,['Crowded House'],236933,Don't Dream It's Over,72
12821,1986,"['Run–D.M.C.', 'Aerosmith']",309760,Walk This Way (feat. Aerosmith),70
12824,1986,['Cutting Crew'],280400,(I Just) Died In Your Arms,73
12825,1986,['Peter Cetera'],258120,Glory of Love,73
12829,1986,['Chris de Burgh'],256173,The Lady In Red,75
12833,1986,"['Bruce Hornsby', 'The Range']",297853,The Way It Is,70
12839,1986,['Cyndi Lauper'],227600,True Colors,71
12859,1986,['Lionel Richie'],241067,"Say You, Say Me",71
12860,1986,['TOTO'],229880,I'll Be Over You,70
12870,1986,['Los Enanitos Verdes'],161800,La Muralla Verde,71
12880,1986,['Madonna'],242320,La Isla Bonita,70
12887,1986,['Europe'],272133,Carrie,71
13006,1987,['Whitney Houston'],291293,I Wanna Dance with Somebody (Who Loves Me),82
13007,1987,"[""Guns N' Roses""]",356067,Sweet Child O' Mine,73
13008,1987,"[""Guns N' Roses""]",273480,Welcome To The Jungle,72
